chennai_crime_dataset_high_accuracy_5000_records
crime_id,crime_type,reported_datetime,road_name,latitude,longitude,road_segment_id,lighting,road_type,crime_count_6mo,crime_types_in_area,police_distance_km,cctv_present,eyewitness_reports,victims_count,victims_age_group,victims_gender,severity_level,case_status,primary_evidence,jurisdiction,reported_by,community_reports,safety_score,affected_route_id,affected_segments,proximity_to_route_km,sanitized_description,area_type,hour,month,day_of_week,is_night,is_weekend
crime_2814,assault,2025-07-11 18:20:21,Road_53,13.04572,80.262759,seg_6789,Good,Market street,50,"homicide,robbery,vandalism",2.66,Yes,5,2,Mixed,Female,Low,Closed - Arrest,Witness statements,Chennai Central,Police Report,8,6.448,route_157,seg_4928,1.667,Crime incident reported and under investigation.,low_crime,8,7,4,0,0
crime_2815,murder,2025-07-27 18:20:21,Road_84,13.098292,80.266923,seg_5421,Good,Highway,50,"vandalism,homicide",0.59,Yes,5,1,Child,Female,Low,Under Investigation,Witness statements,Chennai North,Hospital,2,8.563,route_335,seg_1978,1.136,Crime incident reported and under investigation.,very_low_crime,22,7,6,1,1
crime_2816,homicide,2025-08-08 18:20:21,Road_31,13.052894,80.269444,seg_6946,Moderate,Underpass,50,rape,1.49,Yes,0,3,Adult,Female,Critical,Closed - Unsolved,CCTV footage,Chennai South,Anonymous Tip,7,7.928,route_732,seg_3591,0.283,Crime incident reported and under investigation.,low_crime,15,8,4,0,0
crime_2817,rape,2025-05-16 18:20:21,Road_13,12.968266,80.211663,seg_4280,Dark,Highway,400,"burglary,scam",5.92,No,0,3,Child,Male,High,Closed - Arrest,Forensic samples,Chennai West,Anonymous Tip,6,0.835,route_820,seg_4140;seg_7813,0.672,Crime incident reported and under investigation.,high_crime,13,5,4,0,0
crime_2818,homicide,2024-11-08 18:20:21,Road_57,13.095396,80.249964,seg_9071,Good,Alley,65,"vandalism,murder,assault",1.79,No,3,2,Mixed,Female,Medium,Open,Witness statements,Chennai South,Anonymous Tip,12,8.193,route_674,seg_1053;seg_3992,0.176,Crime incident reported and under investigation.,low_crime,10,11,4,0,0
crime_2819,eve_teasing,2025-03-13 18:20:21,Road_50,13.114143,80.343268,seg_4791,Good,Market street,50,"homicide,vandalism,scam",0.52,Yes,2,3,Child,Female,Low,Under Investigation,Forensic samples,Chennai South,Anonymous Tip,6,8.847,route_976,seg_6858;seg_7170,1.343,Crime incident reported and under investigation.,very_low_crime,21,3,3,1,0
crime_2820,scam,2025-05-03 18:20:21,Road_50,13.131419,80.26587,seg_7580,Good,Underpass,50,"assault,vandalism",0.53,Yes,1,2,Adult,Mixed,Low,Under Investigation,Forensic samples,Chennai Central,Police Report,10,9.362,route_870,seg_4001,1.943,Crime incident reported and under investigation.,very_low_crime,12,5,5,0,1
crime_2821,assault,2025-05-26 18:20:21,Road_5,13.05579,80.295084,seg_8071,Moderate,Underpass,50,"theft,homicide",1.34,Yes,1,1,Adult,Male,High,Under Investigation,CCTV footage,Chennai Central,Hospital,9,6.538,route_965,seg_9869;seg_1260;seg_4943;seg_6416,1.683,Crime incident reported and under investigation.,low_crime,7,5,0,0,0
crime_2822,assault,2024-11-19 18:20:21,Road_62,13.047923,80.269143,seg_5382,Moderate,Market street,91,"robbery,scam",1.87,Yes,4,3,Child,Female,Critical,Under Investigation,Forensic samples,Chennai West,Citizen App,5,7.632,route_140,seg_3118;seg_4059;seg_5438;seg_9690,1.667,Crime incident reported and under investigation.,low_crime,6,11,1,1,0
crime_2823,assault,2025-03-19 18:20:21,Road_1,13.081181,80.231838,seg_7576,Good,Highway,65,theft,2.94,Yes,5,2,Child,Male,High,Open,CCTV footage,Chennai North,NGO Report,10,6.17,route_184,seg_7762;seg_8303;seg_2391,1.023,Crime incident reported and under investigation.,low_crime,1,3,2,1,0
crime_2824,homicide,2025-06-28 18:20:21,Road_74,13.05214,80.205654,seg_9847,Moderate,Main road,400,"rape,burglary",3.79,Yes,5,1,Adult,Mixed,High,Under Investigation,No evidence,Chennai Central,Police Report,6,6.12,route_906,seg_9303;seg_9974,0.326,Crime incident reported and under investigation.,medium_crime,4,6,5,1,1
crime_2825,vandalism,2025-07-25 18:20:21,Road_4,13.015771,80.245316,seg_2770,Moderate,Highway,112,eve_teasing,1.61,Yes,1,1,Mixed,Female,Medium,Closed - Arrest,Witness statements,Chennai East,NGO Report,9,8.188,route_366,seg_4475;seg_5966;seg_9074,1.084,Crime incident reported and under investigation.,low_crime,22,7,4,1,0
crime_2826,murder,2025-09-28 18:20:21,Road_20,13.044035,80.235897,seg_2479,Moderate,Residential,63,"assault,robbery,rape",1.78,Yes,0,3,Mixed,Mixed,Medium,Closed - Unsolved,Digital trace,Chennai North,NGO Report,7,6.84,route_536,seg_5422,0.271,Crime incident reported and under investigation.,low_crime,8,9,6,0,1
crime_2827,vandalism,2025-10-08 18:20:21,Road_72,13.038964,80.275595,seg_9035,Good,Residential,50,"eve_teasing,rape,theft",1.6,Yes,1,2,Adult,Female,High,Under Investigation,Digital trace,Chennai Central,Citizen App,7,7.803,route_750,seg_6034;seg_7401,1.813,Crime incident reported and under investigation.,low_crime,4,10,2,1,0
crime_2828,theft,2024-11-14 18:20:21,Road_38,13.116496,80.250614,seg_7287,Good,Main road,50,"assault,homicide,robbery",2.65,Yes,3,3,Child,Mixed,Low,Open,No evidence,Chennai South,Police Report,0,7.041,route_423,seg_5043;seg_2466,0.972,Crime incident reported and under investigation.,low_crime,20,11,3,1,0
crime_2829,scam,2025-01-21 18:20:21,Road_52,12.958638,80.342092,seg_1306,Moderate,Underpass,245,"eve_teasing,murder",3.96,Yes,3,1,Adult,Mixed,Low,Under Investigation,CCTV footage,Chennai South,NGO Report,5,4.85,route_840,seg_6578;seg_6956;seg_8520;seg_2865,1.834,Crime incident reported and under investigation.,medium_crime,22,1,1,1,0
crime_2830,assault,2025-03-23 18:20:21,Road_9,12.962427,80.227629,seg_3957,Good,Highway,50,"scam,theft,burglary",2.57,Yes,0,1,Child,Male,Medium,Closed - Unsolved,Digital trace,Chennai East,Hospital,0,7.954,route_264,seg_2943;seg_5412,0.981,Crime incident reported and under investigation.,low_crime,11,3,6,0,1
crime_2831,murder,2025-07-08 18:20:21,Road_49,12.974099,80.315199,seg_2667,Moderate,Main road,400,vandalism,3.39,No,3,2,Child,Male,Medium,Open,CCTV footage,Chennai East,Hospital,0,4.347,route_801,seg_1287,1.788,Crime incident reported and under investigation.,medium_crime,5,7,1,1,0
crime_2832,burglary,2025-01-22 18:20:21,Road_42,13.131508,80.23098,seg_7052,Good,Market street,62,"eve_teasing,assault",2.51,No,5,3,Mixed,Female,High,Closed - Unsolved,Digital trace,Chennai South,Citizen App,10,6.089,route_292,seg_9669;seg_7148;seg_3350;seg_3014,0.671,Crime incident reported and under investigation.,low_crime,16,1,2,0,0
crime_2833,burglary,2025-04-30 18:20:21,Road_34,13.084297,80.194901,seg_2424,Poor,Market street,366,"scam,homicide,assault",2.13,No,2,1,Child,Female,Critical,Closed - Arrest,No evidence,Chennai North,Police Report,1,5.677,route_662,seg_5039,0.791,Crime incident reported and under investigation.,medium_crime,14,4,2,0,0
crime_2834,eve_teasing,2025-09-20 18:20:21,Road_1,12.972264,80.187744,seg_2521,Dark,Residential,400,"homicide,eve_teasing,robbery",7.37,No,1,1,Mixed,Female,Low,Closed - Unsolved,Forensic samples,Chennai North,Hospital,3,2.47,route_485,seg_4166;seg_8521,0.619,Crime incident reported and under investigation.,high_crime,14,9,5,0,1
crime_2835,homicide,2024-12-01 18:20:21,Road_81,12.976779,80.310596,seg_7553,Moderate,Market street,112,"scam,murder,rape",2.57,Yes,3,2,Child,Male,Low,Closed - Arrest,Forensic samples,Chennai North,Anonymous Tip,11,4.351,route_874,seg_5285;seg_2115;seg_3982;seg_4596,1.301,Crime incident reported and under investigation.,medium_crime,18,12,6,0,1
crime_2836,assault,2024-12-15 18:20:21,Road_4,12.956528,80.302354,seg_1175,Poor,Main road,249,"rape,scam",3.71,Yes,1,2,Child,Mixed,Low,Closed - Arrest,CCTV footage,Chennai Central,Police Report,6,5.967,route_813,seg_6904;seg_8905;seg_6880;seg_9634,1.233,Crime incident reported and under investigation.,medium_crime,13,12,6,0,1
crime_2837,assault,2025-03-22 18:20:21,Road_55,13.074498,80.261877,seg_8475,Good,Alley,106,"vandalism,eve_teasing",1.41,Yes,2,2,Mixed,Male,Medium,Closed - Arrest,Witness statements,Chennai Central,NGO Report,2,7.603,route_722,seg_6927;seg_7540;seg_3073;seg_1501,1.19,Crime incident reported and under investigation.,low_crime,0,3,5,1,1
crime_2838,assault,2025-07-11 18:20:21,Road_36,13.145726,80.339312,seg_4380,Good,Highway,50,"burglary,robbery,vandalism",1.0,Yes,2,2,Child,Female,Low,Closed - Unsolved,No evidence,Chennai North,Citizen App,2,8.578,route_774,seg_7837,1.098,Crime incident reported and under investigation.,very_low_crime,9,7,4,0,0
crime_2839,scam,2024-11-27 18:20:21,Road_63,13.121091,80.330218,seg_8945,Good,Main road,50,"homicide,vandalism",0.61,Yes,1,3,Adult,Male,High,Open,CCTV footage,Chennai South,NGO Report,3,9.345,route_636,seg_2039;seg_1968;seg_9697;seg_8207,1.236,Crime incident reported and under investigation.,very_low_crime,19,11,2,0,0
crime_2840,rape,2025-05-10 18:20:21,Road_20,13.018341,80.241783,seg_5225,Moderate,Highway,202,"assault,murder,theft",1.12,Yes,5,3,Adult,Female,Low,Closed - Arrest,CCTV footage,Chennai North,NGO Report,0,6.13,route_870,seg_5638;seg_3628;seg_9600,0.311,Crime incident reported and under investigation.,low_crime,2,5,5,1,1
crime_2841,assault,2025-09-02 18:20:21,Road_22,13.118998,80.250198,seg_4830,Good,Residential,264,murder,2.39,No,1,2,Child,Male,Low,Closed - Unsolved,Witness statements,Chennai North,Citizen App,4,6.292,route_743,seg_1416,0.084,Crime incident reported and under investigation.,low_crime,20,9,1,1,0
crime_2842,homicide,2025-10-20 18:20:21,Road_66,13.118969,80.270629,seg_1264,Good,Market street,50,"burglary,homicide,rape",0.6,Yes,3,3,Child,Mixed,Low,Open,No evidence,Chennai West,Hospital,10,9.496,route_785,seg_7621;seg_4186;seg_3469,0.78,Crime incident reported and under investigation.,very_low_crime,21,10,0,1,0
crime_2843,scam,2025-02-23 18:20:21,Road_49,13.122773,80.324467,seg_4616,Good,Main road,50,"robbery,burglary,rape",0.98,Yes,2,3,Child,Male,Low,Closed - Unsolved,Digital trace,Chennai West,Anonymous Tip,10,9.704,route_679,seg_3631;seg_3225,0.501,Crime incident reported and under investigation.,very_low_crime,7,2,6,0,1
crime_2844,assault,2025-09-26 18:20:21,Road_85,13.009564,80.330206,seg_9287,Poor,Market street,400,"murder,scam",2.7,No,3,1,Child,Female,Critical,Open,Digital trace,Chennai South,Hospital,9,6.16,route_428,seg_6409;seg_8130;seg_2801,0.273,Crime incident reported and under investigation.,medium_crime,1,9,4,1,0
crime_2845,rape,2025-04-05 18:20:21,Road_45,13.071656,80.225675,seg_5422,Moderate,Market street,400,"rape,vandalism",2.97,Yes,5,2,Adult,Male,High,Closed - Arrest,Digital trace,Chennai Central,Hospital,4,5.608,route_785,seg_5130,0.018,Crime incident reported and under investigation.,medium_crime,23,4,5,1,1
crime_2846,burglary,2025-03-09 18:20:21,Road_93,13.134215,80.209935,seg_3831,Moderate,Alley,400,theft,3.37,No,1,3,Child,Female,High,Open,CCTV footage,Chennai North,Citizen App,1,5.378,route_498,seg_2897;seg_8443;seg_3426,1.479,Crime incident reported and under investigation.,medium_crime,3,3,6,1,1
crime_2847,rape,2025-03-25 18:20:21,Road_53,12.986638,80.2989,seg_2695,Poor,Underpass,80,"scam,burglary,vandalism",3.0,Yes,3,2,Child,Male,Medium,Under Investigation,Digital trace,Chennai East,Anonymous Tip,2,6.365,route_685,seg_5241;seg_1029;seg_6477;seg_9134,1.485,Crime incident reported and under investigation.,medium_crime,7,3,1,0,0
crime_2848,murder,2025-09-27 18:20:21,Road_13,13.082635,80.300058,seg_7395,Good,Alley,50,scam,0.62,Yes,2,1,Child,Female,Critical,Under Investigation,CCTV footage,Chennai East,Police Report,11,9.053,route_347,seg_5229;seg_8609;seg_9796;seg_3490,0.091,Crime incident reported and under investigation.,very_low_crime,1,9,5,1,1
crime_2849,burglary,2024-11-15 18:20:21,Road_89,12.950354,80.19659,seg_2262,Dark,Highway,400,robbery,6.55,No,5,2,Adult,Female,Medium,Open,Witness statements,Chennai East,Citizen App,4,1.32,route_400,seg_1861;seg_7668,0.624,Crime incident reported and under investigation.,high_crime,9,11,4,0,0
crime_2850,murder,2024-11-23 18:20:21,Road_95,13.14893,80.290314,seg_9854,Good,Highway,50,"burglary,homicide,eve_teasing",0.94,Yes,0,3,Child,Male,Medium,Open,CCTV footage,Chennai South,Anonymous Tip,4,9.732,route_851,seg_2780;seg_3958;seg_6244;seg_7813,0.315,Crime incident reported and under investigation.,very_low_crime,17,11,5,0,1
crime_2851,murder,2025-10-08 18:20:21,Road_40,13.072143,80.202443,seg_2099,Poor,Residential,103,vandalism,3.32,Yes,3,2,Adult,Female,Low,Closed - Unsolved,No evidence,Chennai East,Anonymous Tip,2,4.947,route_801,seg_9679;seg_9087;seg_3001;seg_5451,1.325,Crime incident reported and under investigation.,medium_crime,10,10,2,0,0
crime_2852,rape,2025-01-23 18:20:21,Road_26,13.133591,80.268048,seg_6058,Good,Residential,50,"assault,theft",0.98,Yes,2,2,Child,Male,High,Open,Forensic samples,Chennai South,Hospital,7,9.745,route_695,seg_6459;seg_6745;seg_5921,0.539,Crime incident reported and under investigation.,very_low_crime,0,1,3,1,0
crime_2853,burglary,2025-01-01 18:20:21,Road_5,13.140818,80.348824,seg_3842,Good,Main road,50,"rape,homicide,vandalism",0.82,Yes,5,2,Child,Female,Low,Under Investigation,Forensic samples,Chennai East,NGO Report,8,9.109,route_187,seg_7171;seg_1742;seg_5389,0.038,Crime incident reported and under investigation.,very_low_crime,6,1,2,1,0
crime_2854,theft,2025-09-26 18:20:21,Road_13,13.037834,80.188667,seg_6869,Good,Main road,50,assault,1.13,Yes,3,2,Mixed,Mixed,Low,Under Investigation,Witness statements,Chennai West,Police Report,6,7.094,route_987,seg_8377;seg_9430;seg_1494,0.465,Crime incident reported and under investigation.,low_crime,21,9,4,1,0
crime_2855,vandalism,2025-07-16 18:20:21,Road_1,12.972572,80.295843,seg_1446,Poor,Main road,394,"theft,assault",3.26,Yes,5,3,Adult,Mixed,High,Under Investigation,Witness statements,Chennai East,NGO Report,7,5.612,route_813,seg_4936;seg_5413,1.19,Crime incident reported and under investigation.,medium_crime,3,7,2,1,0
crime_2856,assault,2025-06-15 18:20:21,Road_8,13.105912,80.338211,seg_9249,Good,Underpass,50,"homicide,vandalism,rape",0.84,Yes,5,3,Mixed,Female,Low,Under Investigation,Forensic samples,Chennai North,Police Report,5,8.87,route_671,seg_4428,1.072,Crime incident reported and under investigation.,very_low_crime,2,6,6,1,1
crime_2857,eve_teasing,2025-03-23 18:20:21,Road_65,13.054395,80.245985,seg_7866,Good,Highway,141,"murder,scam",1.38,No,2,3,Mixed,Female,High,Closed - Unsolved,CCTV footage,Chennai West,Hospital,10,7.806,route_689,seg_8080;seg_2866,1.999,Crime incident reported and under investigation.,low_crime,18,3,6,0,1
crime_2858,scam,2025-01-18 18:20:21,Road_64,13.080543,80.21043,seg_6384,Poor,Underpass,273,eve_teasing,3.79,Yes,1,2,Mixed,Male,Medium,Under Investigation,No evidence,Chennai West,NGO Report,3,5.221,route_220,seg_1790;seg_8023;seg_9241;seg_2960,1.193,Crime incident reported and under investigation.,medium_crime,16,1,5,0,1
crime_2859,theft,2024-11-11 18:20:21,Road_36,13.064383,80.271579,seg_1149,Good,Alley,66,scam,2.82,No,4,2,Adult,Female,High,Closed - Unsolved,Witness statements,Chennai South,Anonymous Tip,5,7.541,route_152,seg_6530;seg_4452;seg_6896,0.166,Crime incident reported and under investigation.,low_crime,12,11,0,0,0
crime_2860,murder,2025-04-29 18:20:21,Road_59,13.130562,80.208573,seg_6914,Moderate,Market street,400,"theft,scam,burglary",2.93,No,0,2,Mixed,Female,Critical,Open,Digital trace,Chennai West,Hospital,9,4.075,route_951,seg_2826,0.786,Crime incident reported and under investigation.,medium_crime,0,4,1,1,0
crime_2861,murder,2025-04-07 18:20:21,Road_5,13.006248,80.225594,seg_4147,Good,Main road,50,"homicide,scam",1.05,Yes,3,1,Adult,Female,Medium,Closed - Unsolved,Digital trace,Chennai South,Police Report,12,6.812,route_302,seg_7522;seg_2827;seg_2015;seg_1021,1.441,Crime incident reported and under investigation.,low_crime,13,4,0,0,0
crime_2862,homicide,2025-06-22 18:20:21,Road_1,13.074834,80.285989,seg_4598,Moderate,Highway,68,homicide,2.49,Yes,1,3,Mixed,Mixed,High,Open,Witness statements,Chennai East,NGO Report,0,7.127,route_113,seg_7705,1.593,Crime incident reported and under investigation.,low_crime,14,6,6,0,1
crime_2863,homicide,2025-02-12 18:20:21,Road_31,13.097351,80.230692,seg_7404,Moderate,Residential,50,"theft,homicide",1.25,Yes,0,2,Mixed,Female,High,Under Investigation,CCTV footage,Chennai West,Anonymous Tip,6,7.845,route_525,seg_3169;seg_9207;seg_6018;seg_5192,0.755,Crime incident reported and under investigation.,low_crime,11,2,2,0,0
crime_2864,scam,2025-05-23 18:20:21,Road_36,12.969703,80.255593,seg_7178,Moderate,Main road,400,"homicide,rape,scam",1.57,No,5,3,Adult,Male,High,Open,No evidence,Chennai West,Citizen App,12,7.223,route_789,seg_3289,0.445,Crime incident reported and under investigation.,low_crime,5,5,4,1,0
crime_2865,robbery,2025-05-05 18:20:21,Road_69,13.049697,80.293833,seg_1721,Moderate,Market street,155,"scam,assault,burglary",2.97,No,1,2,Child,Mixed,Medium,Closed - Unsolved,Forensic samples,Chennai West,Citizen App,5,7.716,route_329,seg_7614;seg_7174,1.068,Crime incident reported and under investigation.,low_crime,16,5,0,0,0
crime_2866,burglary,2025-02-18 18:20:21,Road_44,13.10693,80.278405,seg_2674,Good,Residential,50,theft,0.53,Yes,4,2,Mixed,Male,High,Open,No evidence,Chennai West,Police Report,4,9.246,route_745,seg_2989;seg_8947;seg_3172,0.946,Crime incident reported and under investigation.,very_low_crime,6,2,1,1,0
crime_2867,rape,2025-09-11 18:20:21,Road_45,13.121735,80.297299,seg_8125,Good,Highway,50,scam,0.46,Yes,1,1,Child,Mixed,Medium,Open,Digital trace,Chennai North,Police Report,8,9.502,route_766,seg_9489,0.651,Crime incident reported and under investigation.,very_low_crime,23,9,3,1,0
crime_2868,murder,2025-07-06 18:20:21,Road_64,13.080841,80.28327,seg_5989,Good,Alley,50,theft,0.44,Yes,5,1,Child,Female,Medium,Closed - Unsolved,Forensic samples,Chennai West,Hospital,11,9.766,route_163,seg_7423;seg_5448;seg_6016,1.382,Crime incident reported and under investigation.,very_low_crime,10,7,6,0,1
crime_2869,robbery,2025-03-30 18:20:21,Road_33,13.000204,80.32279,seg_4189,Moderate,Alley,400,burglary,3.28,No,3,2,Adult,Mixed,Critical,Open,Digital trace,Chennai South,Police Report,9,4.725,route_530,seg_2224;seg_9089;seg_8581,0.174,Crime incident reported and under investigation.,medium_crime,6,3,6,1,1
crime_2870,murder,2025-06-24 18:20:21,Road_16,12.963405,80.249224,seg_3234,Good,Alley,63,"robbery,rape",2.2,No,5,3,Mixed,Male,Low,Open,No evidence,Chennai East,Police Report,7,7.827,route_243,seg_4974;seg_3152;seg_6627,0.838,Crime incident reported and under investigation.,low_crime,7,6,1,0,0
crime_2871,assault,2025-05-01 18:20:21,Road_40,13.066328,80.183045,seg_3719,Poor,Market street,400,"vandalism,robbery,rape",3.25,No,3,2,Child,Female,Critical,Open,Witness statements,Chennai West,Anonymous Tip,10,4.257,route_601,seg_5021;seg_7826;seg_9181;seg_3703,1.891,Crime incident reported and under investigation.,medium_crime,5,5,3,1,0
crime_2872,eve_teasing,2025-03-09 18:20:21,Road_25,13.087918,80.208315,seg_3933,Poor,Underpass,400,robbery,2.79,No,3,1,Child,Male,High,Open,CCTV footage,Chennai North,Anonymous Tip,9,6.082,route_279,seg_8158;seg_6922,1.95,Crime incident reported and under investigation.,medium_crime,4,3,6,1,1
crime_2873,homicide,2025-05-23 18:20:21,Road_12,12.972342,80.262435,seg_4260,Moderate,Highway,123,homicide,2.3,Yes,5,1,Mixed,Male,Critical,Under Investigation,Witness statements,Chennai West,Anonymous Tip,5,6.426,route_938,seg_6680,1.775,Crime incident reported and under investigation.,low_crime,21,5,4,1,0
crime_2874,rape,2025-05-09 18:20:21,Road_87,12.957337,80.224084,seg_7186,Good,Main road,50,vandalism,1.79,Yes,0,1,Mixed,Mixed,Medium,Under Investigation,Forensic samples,Chennai South,Police Report,0,6.632,route_622,seg_6265,0.984,Crime incident reported and under investigation.,low_crime,17,5,4,0,0
crime_2875,eve_teasing,2024-12-14 18:20:21,Road_82,13.078649,80.238528,seg_5405,Good,Residential,50,"vandalism,theft,rape",1.51,Yes,3,1,Mixed,Female,Low,Under Investigation,Witness statements,Chennai South,Citizen App,12,6.907,route_803,seg_7060;seg_6619;seg_4896;seg_3867,1.207,Crime incident reported and under investigation.,low_crime,19,12,5,0,1
crime_2876,homicide,2024-11-11 18:20:21,Road_9,13.09675,80.224239,seg_1598,Poor,Underpass,96,rape,2.92,Yes,4,1,Mixed,Female,Critical,Closed - Arrest,No evidence,Chennai East,Anonymous Tip,11,6.39,route_852,seg_5146;seg_3891,1.373,Crime incident reported and under investigation.,medium_crime,8,11,0,0,0
crime_2877,murder,2025-06-30 18:20:21,Road_34,13.116604,80.293031,seg_8619,Good,Market street,50,homicide,0.81,Yes,1,2,Child,Male,Critical,Open,CCTV footage,Chennai East,NGO Report,4,9.127,route_222,seg_7628;seg_9639;seg_2421;seg_7635,1.485,Crime incident reported and under investigation.,very_low_crime,6,6,0,1,0
crime_2878,eve_teasing,2025-01-08 18:20:21,Road_12,12.984685,80.193171,seg_5261,Good,Residential,50,scam,1.51,Yes,1,1,Adult,Mixed,Medium,Open,No evidence,Chennai South,Police Report,1,7.248,route_898,seg_7752;seg_9216;seg_5281,0.171,Crime incident reported and under investigation.,low_crime,20,1,2,1,0
crime_2879,robbery,2025-06-17 18:20:21,Road_9,13.109949,80.264125,seg_7860,Good,Market street,50,"homicide,vandalism,theft",0.61,Yes,3,3,Mixed,Female,Medium,Under Investigation,CCTV footage,Chennai South,NGO Report,10,9.304,route_275,seg_6317,0.55,Crime incident reported and under investigation.,very_low_crime,1,6,1,1,0
crime_2880,homicide,2025-02-03 18:20:21,Road_31,13.083792,80.235282,seg_8227,Good,Underpass,50,"homicide,murder",2.63,Yes,4,3,Mixed,Female,Low,Open,No evidence,Chennai South,Anonymous Tip,3,6.926,route_865,seg_7974;seg_4330,1.878,Crime incident reported and under investigation.,low_crime,1,2,0,1,0
crime_2881,vandalism,2025-10-23 18:20:21,Road_100,13.006311,80.190954,seg_8780,Good,Alley,54,"rape,eve_teasing",1.3,No,3,2,Adult,Mixed,Medium,Open,Digital trace,Chennai West,Anonymous Tip,2,8.021,route_333,seg_3775;seg_1539,0.827,Crime incident reported and under investigation.,low_crime,15,10,3,0,0
crime_2882,assault,2025-06-07 18:20:21,Road_74,12.967274,80.267251,seg_9417,Moderate,Main road,66,"burglary,homicide",1.46,Yes,3,1,Mixed,Mixed,Critical,Closed - Unsolved,Forensic samples,Chennai West,Police Report,9,7.967,route_441,seg_3402;seg_5693;seg_1597,0.824,Crime incident reported and under investigation.,low_crime,14,6,5,0,1
crime_2883,scam,2025-03-22 18:20:21,Road_89,13.040842,80.183273,seg_3236,Moderate,Highway,400,theft,1.02,No,3,1,Mixed,Mixed,Critical,Under Investigation,Witness statements,Chennai West,Hospital,3,6.335,route_833,seg_2289;seg_5236;seg_7422,0.382,Crime incident reported and under investigation.,low_crime,20,3,5,1,1
crime_2884,assault,2025-04-23 18:20:21,Road_58,13.10382,80.194325,seg_8459,Poor,Underpass,400,"robbery,murder",2.62,No,4,1,Child,Male,Medium,Closed - Unsolved,Witness statements,Chennai East,Hospital,5,4.743,route_558,seg_2974;seg_6630;seg_6038;seg_2178,1.229,Crime incident reported and under investigation.,medium_crime,2,4,2,1,0
crime_2885,rape,2025-06-10 18:20:21,Road_66,13.040509,80.31022,seg_7281,Moderate,Alley,400,burglary,2.3,No,1,3,Mixed,Mixed,Low,Closed - Arrest,CCTV footage,Chennai North,Citizen App,12,8.219,route_890,seg_1210;seg_2188,1.852,Crime incident reported and under investigation.,low_crime,1,6,1,1,0
crime_2886,robbery,2025-04-11 18:20:21,Road_11,13.01545,80.220802,seg_2152,Good,Residential,52,"theft,vandalism",1.75,Yes,3,2,Adult,Male,High,Closed - Unsolved,Digital trace,Chennai East,Anonymous Tip,9,7.382,route_420,seg_2565;seg_5386;seg_1650;seg_6403,1.426,Crime incident reported and under investigation.,low_crime,23,4,4,1,0
crime_2887,scam,2025-05-30 18:20:21,Road_52,12.983706,80.275394,seg_7276,Moderate,Main road,132,eve_teasing,2.55,No,5,2,Adult,Male,Low,Open,Forensic samples,Chennai North,Anonymous Tip,11,8.141,route_783,seg_6422;seg_3991,1.06,Crime incident reported and under investigation.,low_crime,12,5,4,0,0
crime_2888,homicide,2025-01-19 18:20:21,Road_92,12.9732,80.230765,seg_9749,Good,Underpass,50,"rape,assault",1.66,Yes,2,1,Child,Female,Medium,Open,Forensic samples,Chennai West,Citizen App,7,6.666,route_821,seg_3902;seg_2555,0.404,Crime incident reported and under investigation.,low_crime,17,1,6,0,1
crime_2889,murder,2025-05-17 18:20:21,Road_68,13.025379,80.203769,seg_2095,Good,Highway,400,rape,1.16,No,0,2,Child,Male,Medium,Open,Forensic samples,Chennai East,Anonymous Tip,6,8.019,route_254,seg_6538;seg_6830,1.362,Crime incident reported and under investigation.,low_crime,2,5,5,1,1
crime_2890,vandalism,2025-05-25 18:20:21,Road_28,12.964926,80.302537,seg_1508,Moderate,Market street,119,"burglary,vandalism",3.5,Yes,3,2,Child,Male,Medium,Open,CCTV footage,Chennai East,Hospital,7,5.308,route_800,seg_6818,0.414,Crime incident reported and under investigation.,medium_crime,12,5,6,0,1
crime_2891,robbery,2025-10-20 18:20:21,Road_80,13.005107,80.212401,seg_1854,Moderate,Market street,131,"assault,vandalism,burglary",2.14,No,0,3,Adult,Female,Critical,Closed - Unsolved,No evidence,Chennai Central,Police Report,1,6.277,route_454,seg_2769,0.091,Crime incident reported and under investigation.,low_crime,15,10,0,0,0
crime_2892,homicide,2025-08-23 18:20:21,Road_68,13.09012,80.212432,seg_1216,Poor,Alley,400,"eve_teasing,vandalism,scam",3.17,No,1,1,Adult,Female,Low,Open,Digital trace,Chennai North,Hospital,3,4.759,route_556,seg_4671;seg_7036,1.561,Crime incident reported and under investigation.,medium_crime,11,8,5,0,1
crime_2893,homicide,2025-02-24 18:20:21,Road_8,13.084684,80.245575,seg_9376,Moderate,Residential,120,assault,2.51,Yes,0,1,Adult,Female,High,Open,Witness statements,Chennai North,Anonymous Tip,6,8.085,route_832,seg_2676;seg_7649;seg_4475;seg_7527,1.402,Crime incident reported and under investigation.,low_crime,23,2,0,1,0
crime_2894,homicide,2025-09-28 18:20:21,Road_90,13.116697,80.269275,seg_7791,Good,Highway,56,"rape,murder",0.83,Yes,3,1,Mixed,Mixed,Critical,Closed - Unsolved,Forensic samples,Chennai East,Citizen App,2,9.617,route_976,seg_5619;seg_2489,1.673,Crime incident reported and under investigation.,very_low_crime,22,9,6,1,1
crime_2895,robbery,2025-10-08 18:20:21,Road_11,12.979895,80.221562,seg_5047,Moderate,Highway,400,"scam,theft,vandalism",1.39,No,5,3,Mixed,Male,Medium,Closed - Unsolved,Witness statements,Chennai Central,Citizen App,9,7.327,route_532,seg_6488;seg_1874;seg_4346;seg_2424,0.836,Crime incident reported and under investigation.,low_crime,20,10,2,1,0
